ID,Title,Skills,Sector,Location,Capacity,Duration,Course,Company
1062,Civil Engineer Intern,CCNA;Linux;Tally,Electrical,Lucknow,12,4 months,Operations Management,IBM
261,Digital Marketing Intern,MS Office;Matlab;Networking;Adobe XD,Finance,Hyderabad,16,2 months,Journalism Basics,Google
1367,Civil Engineer Intern,Photoshop;MS Office;Figma;SEM;Firebase,Social Work,Bangalore,18,6 months,Research Methodologies,KPMG
1549,Network Engineer,Data Analysis;Kotlin,AI,Indore,16,3 months,Finance & Accounting,Oracle
902,Data Analyst Junior,ETL;Research;SEO;MS Office,Finance,Hyderabad,8,4 months,Digital Marketing,Paytm
673,Web Developer,Firebase;ETL;Tally;Recruitment;Solidity,Media,Ahmedabad,12,3 months,Mobile Development,HCL
259,HR Intern,TensorFlow;Logistics,Operations,Kolkata,13,2 months,Journalism Basics,Tata Motors
845,HR Intern,Reporting;Writing;SQL;Accounting;Community Outreach,Marketing,Indore,13,4 months,Design Thinking,KPMG
868,Graphic Designer,Excel;TensorFlow;CSS,Business,Hyderabad,19,3 months,UI/UX Design,IBM
1800,Supply Chain Intern,Data Analysis;ML;Operations;HTML,AI,Indore,19,3 months,Research Methodologies,LinkedIn
139,Supply Chain Intern,SEO;Swift;Python;JavaScript;Android,Operations,Kolkata,4,2 months,Digital Marketing Hub,Facebook
894,Supply Chain Intern,Grammar;AutoCAD,Media,Bangalore,8,5 months,UI/UX Design,Infosys
1838,HR Intern,Kotlin;Research,Design,Indore,4,2 months,Cybersecurity Fundamentals,UNICEF
550,Research Intern,Communication;Circuit Design;Networking;Recruitment,Design,Indore,9,2 months,Networking Basics,Facebook
320,Electrical Engineering Intern,R;Blogging;Android;Blockchain,Finance,Indore,6,3 months,Digital Marketing Hub,Siemens
1527,Machine Learning Intern,Java;Sales;Writing;SEM,Data,Lucknow,12,3 months,Human Resources,KPMG
1806,Data Engineer Junior,Content;Blockchain;Circuit Design;Troubleshooting,Civil,Bangalore,5,6 months,Cybersecurity Fundamentals,Siemens
1178,Web Developer,Finance;Recruitment;Content;SEM;HTML,Blockchain,Bangalore,5,6 months,Networking Basics,Paytm
559,Blockchain Developer Trainee,CAD;JavaScript;Blogging,Data,Ahmedabad,20,4 months,UI/UX Design,Infosys
140,Data Analyst,SolidWorks;MS Office;Ethereum;Android,Marketing,Mumbai,8,4 months,Supply Chain Management,TCS
1735,Data Analyst,Swift;Excel;Solidity;Reporting;SolidWorks,Social Work,Ahmedabad,20,4 months,Civil Engineering,Dell
532,HR Intern,Figma;Blogging,Design,Mumbai,9,4 months,Research Methodologies,Times of India
225,Financial Analyst Junior,Communication;Google Analytics,Logistics,Ahmedabad,10,2 months,Finance & Accounting,Wipro
724,Cybersecurity Intern,Data Analysis;Ethereum;Security;Content,Research,Ahmedabad,4,3 months,Full Stack Web,IBM
787,Journalism Intern,SolidWorks;Inventory;Google Analytics;Figma;TensorFlow,Marketing,Indore,11,6 months,Supply Chain Management,HCL
1718,HR Intern,Troubleshooting;UI/UX,Marketing,Indore,16,5 months,AI & ML Internship,Oracle
1008,Data Engineer Trainee,CSS;Photoshop;Adobe XD;Writing,Logistics,Pune,9,2 months,Research Methodologies,Flipkart
410,Mobile App Developer,Java;Accounting;CSS;Firebase;Editing,Logistics,Ahmedabad,9,5 months,UI/UX Design,Oracle
326,Business Analyst Intern,Content;CSS;Networking;Reporting;Surveying,AI,Gurgaon,8,4 months,Supply Chain Management,Flipkart
1766,Mechanical Engineering Trainee,Sales;Logistics,Marketing,Ahmedabad,5,6 months,Content Writing,Capgemini
300,Web Developer,Grammar;AutoCAD;Photoshop,Media,Hyderabad,14,3 months,Supply Chain Management,Tata Motors
1263,Mobile App Developer Trainee,UI/UX;HTML;SQL,Data,Lucknow,19,5 months,Research Methodologies,KPMG
1946,UI Designer Intern,Photoshop;CSS,Logistics,Mumbai,11,4 months,Social Work Program,Paytm
26,Mobile App Developer,Sales;CAD;Figma,Logistics,Mumbai,8,3 months,Mobile Development,LinkedIn
1859,Research Intern,Planning;Networking;Writing;Communication,Social Work,Indore,14,5 months,Machine Learning,Paytm
715,Content Writer Associate,Grammar;CAD,Management,Lucknow,13,2 months,Mobile Development,Siemens
1010,Journalism Intern,Security;Troubleshooting;Operations;Figma;Grammar,Marketing,Mumbai,7,5 months,Cybersecurity Fundamentals,Goldman Sachs
194,Data Engineer,AutoCAD;R;Logistics,Design,Hyderabad,7,3 months,UI/UX Design,Reliance
441,Network Engineer Intern,Research;SolidWorks;Surveying;Blockchain,Business,Ahmedabad,12,2 months,Blockchain Development,L&T
574,Electrical Engineering Intern,Power Systems;Troubleshooting;Blogging;Keras,Marketing,Gurgaon,4,3 months,Analytics Bootcamp,KPMG
947,Financial Analyst,Sales;Planning;Research;CAD;AutoCAD,Civil,Ahmedabad,18,4 months,Data Science Bootcamp,LinkedIn
998,Data Engineer,Operations;Kotlin;R,Design,Gurgaon,9,3 months,Operations Management,Microsoft
504,Supply Chain Intern,Swift;Linux;NLP,Mechanical,Indore,4,5 months,Digital Marketing Hub,L&T
606,Network Engineer,Kotlin;Blockchain,Design,Gurgaon,10,5 months,Cybersecurity Fundamentals,Amazon
1717,Network Engineer,Illustrator;Data Analysis;Reporting;R;Research,Design,Bangalore,16,3 months,AI & ML Internship,Accenture
1164,Research Intern,Reporting;React,Management,Indore,12,2 months,Machine Learning,Goldman Sachs
1787,Journalism Intern,Logistics;SEO,Blockchain,Delhi,8,5 months,Analytics Bootcamp,TCS
847,Business Analyst,Recruitment;HTML;Writing;SEM;Adobe XD,Business,Chennai,18,6 months,Digital Marketing Hub,Facebook
4,Civil Engineer Intern,Editing;Keras;Power Systems;Blockchain;Accounting,AI,Kolkata,3,4 months,Research Methodologies,Wipro
1287,Journalism Intern,Linux;Recruitment;R;Planning;MS Office,Operations,Kolkata,5,6 months,Supply Chain Management,Tata Motors
1223,UI Designer Intern,MS Office;Python;Adobe XD;Sales,Media,Bangalore,15,4 months,Digital Marketing Hub,IBM
468,Web Developer,CCNA;Blogging;JavaScript;ML,Operations,Chennai,6,5 months,Digital Marketing,Amazon
322,Supply Chain Intern,Power Systems;Planning,Mechanical,Kolkata,5,5 months,Research Methodologies,KPMG
6,Mechanical Engineering Trainee,Linux;Photoshop;CAD;Troubleshooting;ML,Marketing,Delhi,18,5 months,Content Writing,Accenture
223,Data Analyst,Python;Illustrator;MS Office,Electrical,Hyderabad,5,2 months,Human Resources,Flipkart
1375,Network Engineer Trainee,Linux;Recruitment;ETL;Community Outreach,Media,Gurgaon,11,4 months,Cybersecurity Fundamentals,Reliance
548,Web Developer,Surveying;Logistics,Social Work,Kolkata,9,4 months,Journalism Basics,UNICEF
229,Blockchain Developer,SolidWorks;Google Analytics;Kotlin;React;SQL,Mechanical,Hyderabad,7,2 months,Cybersecurity Fundamentals,Times of India
40,Data Analyst Junior,Photoshop;SEM;Reporting;Excel;Security,Management,Mumbai,16,6 months,Civil Engineering,Facebook
543,Operations Intern,Ethereum;Firebase,Mechanical,Kolkata,19,3 months,Blockchain Development,Siemens
243,Network Engineer Associate,Solidity;Android,Mechanical,Kolkata,4,6 months,Social Work Program,Microsoft
899,Network Engineer,Community Outreach;ETL;Recruitment;Solidity;TensorFlow,Media,Delhi,16,5 months,Data Engineering,Siemens
1134,Machine Learning Intern,Research;Power Systems;Google Analytics;NLP,Civil,Indore,5,3 months,Electrical Systems,L&T
1449,Journalism Intern,Data Analysis;Inventory,Research,Chennai,7,4 months,AI & ML Internship,Flipkart
1869,Machine Learning Intern,Sales;HTML;Circuit Design,Blockchain,Bangalore,4,6 months,Networking Basics,Times of India
843,Web Developer Trainee,Keras;ML;Java;ETL,Blockchain,Delhi,17,2 months,Cybersecurity Fundamentals,Goldman Sachs
1419,Blockchain Developer,AutoCAD;Research;Tally,Social Work,Hyderabad,10,4 months,Journalism Basics,Paytm
1654,Machine Learning Intern,Firebase;Keras;Kotlin;Security;TensorFlow,Electrical,Kolkata,5,4 months,Design Thinking,Amazon
1970,HR Intern,Planning;Kotlin;Social Media;Research;Finance,Media,Pune,13,2 months,Analytics Bootcamp,Microsoft
662,Machine Learning Intern,Communication;Data Analysis;Finance,Social Work,Chennai,4,5 months,Content Writing,Paytm
1211,Marketing Intern,Content;Social Media,Management,Mumbai,13,3 months,Data Engineering,KPMG
315,Mobile App Developer Trainee,Swift;Finance;Matlab;SQL,Operations,Delhi,18,3 months,Journalism Basics,LinkedIn
692,Operations Intern,ML;Community Outreach;Blogging;TensorFlow,Design,Ahmedabad,3,4 months,Digital Marketing,Google
1504,Graphic Designer Junior,Adobe XD;SEM;Inventory;Java,Media,Gurgaon,5,5 months,UI/UX Design,IBM
425,AI Research Trainee,Planning;Photoshop;Sales,Business,Lucknow,15,5 months,Digital Marketing,Adobe
595,Mobile App Developer,Social Media;Excel;ML;Planning,Civil,Lucknow,20,6 months,Content Writing,Facebook
1964,Data Analyst Intern,React;Logistics,Logistics,Ahmedabad,20,6 months,Civil Engineering,Siemens
623,Machine Learning Intern,Planning;ML;Recruitment;Networking;Figma,Operations,Hyderabad,14,4 months,Electrical Systems,IBM
1171,UI Designer Trainee,Adobe XD;Research,Data,Indore,18,4 months,Journalism Basics,Google
1044,Mechanical Engineering Trainee,SEM;Editing;Recruitment;Python,Media,Gurgaon,6,4 months,UI/UX Design,Microsoft
228,Journalism Intern,Blockchain;Research;Firebase,Finance,Delhi,3,4 months,Design Thinking,Infosys
1118,Supply Chain Intern,Keras;NLP;Google Analytics,Research,Pune,8,6 months,Cybersecurity Fundamentals,L&T
1332,Research Intern,SolidWorks;CCNA,Media,Kolkata,3,5 months,Mobile Development,Times of India
1316,Machine Learning Intern,Firebase;Illustrator;ML;Grammar,Operations,Gurgaon,7,3 months,Machine Learning,Adobe
67,Mechanical Engineering Trainee,MS Office;ETL,Media,Mumbai,3,3 months,UI/UX Design,Times of India
25,Data Analyst,MS Office;ETL;Android;SEM;CAD,Business,Bangalore,9,6 months,Data Science Bootcamp,Facebook
145,AI Research Junior,Power Systems;React,Social Work,Kolkata,14,2 months,Cybersecurity Fundamentals,Microsoft
537,Financial Analyst,Content;CCNA,Marketing,Ahmedabad,5,2 months,Mechanical Internship,Oracle
812,Social Work Intern,Adobe XD;Writing;Planning;Content,Business,Lucknow,16,2 months,Human Resources,Paytm
1467,Network Engineer Intern,ML;SEM;UI/UX;React,Marketing,Mumbai,4,4 months,Data Science Bootcamp,Tata Motors
86,Operations Intern,Python;CAD,IT,Kolkata,17,6 months,Data Engineering,LinkedIn
1661,Research Intern,AutoCAD;Networking;Solidity;Illustrator;Social Media,IT,Lucknow,20,4 months,Design Thinking,UNICEF
1646,Operations Intern,CCNA;React;Editing;Photoshop,Business,Lucknow,17,4 months,Full Stack Web,Microsoft
1805,AI Research Junior,Linux;Communication,Electrical,Chennai,10,2 months,Finance & Accounting,Amazon
1818,Machine Learning Intern,Surveying;R,Electrical,Pune,18,3 months,Civil Engineering,Reliance
1577,Financial Analyst,Swift;HTML,Media,Delhi,14,6 months,Research Methodologies,HCL
1145,Blockchain Developer,Inventory;Figma;MS Office,Management,Pune,8,4 months,Journalism Basics,Amazon
363,Data Engineer,Recruitment;Tally;CSS,Blockchain,Delhi,14,3 months,Mechanical Internship,Dell
1612,Mobile App Developer,HTML;SEM,Civil,Chennai,11,2 months,Design Thinking,Dell
1866,Mobile App Developer,Solidity;Photoshop;Communication,Data,Pune,11,5 months,Cybersecurity Fundamentals,Wipro
1027,Marketing Intern,HTML;Logistics;ETL,Media,Lucknow,13,2 months,Mobile Development,L&T
1031,Blockchain Developer,Blockchain;Java;SQL;Surveying;Editing,Business,Delhi,19,6 months,Finance & Accounting,Facebook
1304,Data Engineer Trainee,Firebase;Java;ETL;Networking,IT,Gurgaon,20,6 months,UI/UX Design,L&T
1356,Data Engineer Intern,Power Systems;Surveying;Swift,Electrical,Indore,12,6 months,Research Methodologies,Times of India
1731,Social Work Intern,Blogging;JavaScript,Operations,Ahmedabad,12,2 months,UI/UX Design,Paytm
666,Web Developer,SEM;Finance;SEO;MS Office;Writing,Media,Mumbai,4,3 months,UI/UX Design,Goldman Sachs
365,Marketing Intern,Sales;ETL;Operations,Media,Chennai,20,2 months,Digital Marketing Hub,Paytm
78,Financial Analyst Trainee,Adobe XD;MS Office,AI,Gurgaon,17,3 months,Social Work Program,Flipkart
28,Data Analyst Intern,Ethereum;Surveying;HTML;Reporting,Management,Gurgaon,10,6 months,Blockchain Development,KPMG
1437,Data Analyst Trainee,Ethereum;SQL,Operations,Gurgaon,8,4 months,Finance & Accounting,KPMG
526,Content Writer,Grammar;Content,Marketing,Indore,19,2 months,Finance & Accounting,TCS
1835,Operations Intern,Planning;Figma,Finance,Indore,15,3 months,Analytics Bootcamp,Goldman Sachs
56,Social Work Intern,Inventory;JavaScript,Blockchain,Ahmedabad,19,2 months,Analytics Bootcamp,Facebook
639,Supply Chain Intern,ETL;Networking,Research,Bangalore,13,4 months,Research Methodologies,TCS
303,Network Engineer,Android;Data Analysis,Social Work,Lucknow,4,4 months,Data Engineering,Paytm
719,Operations Intern,Writing;Planning;Community Outreach,Media,Ahmedabad,10,3 months,Finance & Accounting,Amazon
625,Mobile App Developer Associate,Blogging;Power Systems;Data Analysis,Data,Gurgaon,15,3 months,Data Engineering,TCS
8,Social Work Intern,Android;Networking;Blockchain,AI,Ahmedabad,6,3 months,Machine Learning,KPMG
804,Data Analyst,Troubleshooting;Blockchain;Planning,Electrical,Gurgaon,18,4 months,Design Thinking,Siemens
1050,Journalism Intern,Security;Research;SQL;Google Analytics,Blockchain,Indore,10,4 months,Full Stack Web,Siemens
337,Civil Engineer Intern,Kotlin;Swift;Google Analytics;Firebase,Logistics,Indore,15,4 months,Electrical Systems,UNICEF
48,Data Analyst,Tally;SEO;Surveying,Operations,Kolkata,14,6 months,Human Resources,Flipkart
1764,Graphic Designer,Kotlin;Recruitment,Data,Kolkata,13,3 months,Data Engineering,Google
107,Electrical Engineering Intern,Keras;Research;UI/UX,Finance,Kolkata,4,6 months,Finance & Accounting,Wipro
350,Graphic Designer,Python;Kotlin;Operations;Community Outreach,Business,Pune,11,4 months,Content Writing,IBM
1080,Journalism Intern,SQL;SEO,Operations,Pune,19,2 months,Mobile Development,Capgemini
239,Electrical Engineering Intern,Data Analysis;Ethereum;Accounting,Design,Lucknow,5,6 months,AI & ML Internship,Times of India
214,Data Analyst Junior,Inventory;MS Office;Grammar;CSS,Finance,Ahmedabad,8,2 months,Networking Basics,Accenture
1776,Mechanical Engineering Trainee,Networking;Linux,Management,Kolkata,18,4 months,Analytics Bootcamp,Capgemini
1139,HR Intern,Accounting;Editing;Community Outreach;Solidity,Blockchain,Pune,9,3 months,Research Methodologies,Paytm
794,Blockchain Developer,Solidity;Writing,Marketing,Hyderabad,18,5 months,Supply Chain Management,Goldman Sachs
1587,Supply Chain Intern,NLP;Swift,Media,Mumbai,5,4 months,Journalism Basics,Dell
1583,Financial Analyst Junior,Matlab;ETL;Figma,IT,Delhi,3,5 months,AI & ML Internship,Wipro
1672,HR Intern,Writing;Inventory;NLP;Reporting;Social Media,Civil,Kolkata,15,5 months,Operations Management,Reliance
524,Civil Engineer Intern,Community Outreach;Social Media;CSS;Excel,Data,Delhi,10,6 months,Content Writing,Reliance
233,Data Engineer,Operations;CSS;AutoCAD;Excel,Logistics,Mumbai,9,5 months,Mobile Development,Flipkart
645,Digital Marketing Intern,ML;React;Figma;Social Media,Design,Ahmedabad,17,4 months,Journalism Basics,Goldman Sachs
1508,Marketing Intern,Blogging;Communication;ML,Marketing,Chennai,12,6 months,Digital Marketing,HCL
534,Blockchain Developer,CCNA;Illustrator;Linux,AI,Chennai,20,2 months,Content Writing,Goldman Sachs
1942,Network Engineer,Finance;Google Analytics;HTML;Adobe XD;Social Media,Research,Chennai,9,6 months,Full Stack Web,Reliance
604,HR Intern,Adobe XD;Sales;AutoCAD,Data,Kolkata,14,4 months,Cybersecurity Fundamentals,Oracle
1330,Machine Learning Intern,Inventory;Java;Power Systems,Business,Gurgaon,14,4 months,Mobile Development,Google
1075,Machine Learning Intern,Editing;Excel;React;Finance,Logistics,Kolkata,20,4 months,Operations Management,Amazon
1305,Social Work Intern,Recruitment;React;Planning;Networking;Firebase,Logistics,Mumbai,4,5 months,Blockchain Development,Capgemini
61,Blockchain Developer Intern,AutoCAD;CCNA;Adobe XD;Blockchain,AI,Mumbai,15,3 months,Operations Management,Siemens
1264,UI Designer,Photoshop;Content,Business,Delhi,14,3 months,Civil Engineering,Dell
93,Social Work Intern,Keras;React;CAD;ETL;Social Media,Design,Delhi,17,6 months,Finance & Accounting,Amazon
667,AI Research,Community Outreach;Tally,Research,Ahmedabad,5,2 months,Networking Basics,Adobe
281,Mechanical Engineering Trainee,Excel;Operations,IT,Ahmedabad,12,5 months,Design Thinking,Google
1114,Blockchain Developer,SolidWorks;Kotlin;Surveying,Logistics,Kolkata,15,5 months,Content Writing,Facebook
360,Content Writer Intern,Matlab;Communication;Writing;Community Outreach,Blockchain,Pune,9,5 months,Full Stack Web,LinkedIn
1129,Social Work Intern,Content;Java;JavaScript;Blogging;Inventory,Social Work,Pune,20,2 months,Analytics Bootcamp,HCL
1170,Mechanical Engineering Trainee,Sales;Java;Ethereum,Electrical,Lucknow,11,4 months,Human Resources,Facebook
848,Business Analyst,Python;SolidWorks;Illustrator,AI,Ahmedabad,11,4 months,Cybersecurity Fundamentals,Paytm
1522,Civil Engineer Intern,Blockchain;Ethereum;Grammar;Python;MS Office,Data,Gurgaon,16,6 months,Machine Learning,UNICEF
111,Content Writer Associate,ETL;SolidWorks,Logistics,Ahmedabad,19,3 months,Mechanical Internship,Dell
43,HR Intern,CAD;Operations;Swift;CSS,Logistics,Delhi,16,5 months,AI & ML Internship,Amazon
126,Journalism Intern,R;SEM;Kotlin,Design,Gurgaon,3,6 months,Cybersecurity Fundamentals,Flipkart
205,Data Analyst,Photoshop;Logistics;Adobe XD,IT,Delhi,6,5 months,Human Resources,Tata Motors
53,Journalism Intern,Python;Android;Power Systems;Accounting,Blockchain,Bangalore,13,2 months,Content Writing,LinkedIn
546,Social Work Intern,Writing;Circuit Design;Swift;Operations,Logistics,Kolkata,3,3 months,Design Thinking,Flipkart
69,Blockchain Developer,Logistics;Android;Matlab;Google Analytics;Editing,Data,Gurgaon,11,2 months,Mechanical Internship,HCL
1741,Digital Marketing Intern,Photoshop;Operations;Community Outreach;Recruitment;Keras,Finance,Chennai,11,2 months,Supply Chain Management,IBM
1548,Network Engineer Intern,Data Analysis;Google Analytics;Illustrator;Keras;Logistics,Social Work,Indore,12,2 months,UI/UX Design,Goldman Sachs
184,Data Engineer,Circuit Design;Recruitment;Reporting,Civil,Gurgaon,6,6 months,Electrical Systems,Microsoft
138,Mobile App Developer Junior,Operations;JavaScript;Power Systems;Swift,Civil,Bangalore,5,6 months,Data Engineering,UNICEF
900,Machine Learning Intern,Inventory;MS Office,Design,Ahmedabad,10,6 months,Cybersecurity Fundamentals,TCS
797,Business Analyst Intern,Power Systems;SEO;Excel;Communication,Logistics,Mumbai,16,5 months,UI/UX Design,IBM
133,Marketing Intern,NLP;Networking;SEO;Android,Data,Bangalore,3,5 months,Journalism Basics,HCL
81,Operations Intern,Power Systems;TensorFlow,Business,Bangalore,9,6 months,Networking Basics,LinkedIn
1987,UI Designer,Sales;Tally,Finance,Chennai,6,2 months,Mechanical Internship,Wipro
1541,Blockchain Developer,Finance;Figma;Security;Java,IT,Hyderabad,16,2 months,Electrical Systems,LinkedIn
542,Digital Marketing Intern,SEM;ML;Operations,Research,Lucknow,4,3 months,Machine Learning,L&T
1669,Electrical Engineering Intern,Google Analytics;Keras;Finance,Business,Kolkata,19,5 months,Mobile Development,Microsoft
984,Digital Marketing Intern,Sales;Figma;Java;React,Finance,Kolkata,3,6 months,Data Science Bootcamp,IBM
166,Mechanical Engineering Trainee,Troubleshooting;Excel,Marketing,Bangalore,20,4 months,Design Thinking,L&T
249,UI Designer,Editing;Blogging,Blockchain,Hyderabad,3,6 months,Mechanical Internship,Accenture
447,Mobile App Developer,Blogging;Operations;Figma,Management,Pune,18,5 months,Design Thinking,TCS
1515,UI Designer Trainee,CAD;Planning;Operations;R,Media,Chennai,11,5 months,Electrical Systems,Facebook
859,Journalism Intern,Reporting;Inventory,Research,Lucknow,16,3 months,Finance & Accounting,Goldman Sachs
1212,Machine Learning Intern,Kotlin;Circuit Design;ML,AI,Gurgaon,4,6 months,Digital Marketing Hub,Accenture
98,Operations Intern,SQL;Troubleshooting,IT,Mumbai,3,2 months,Research Methodologies,Paytm
1974,Supply Chain Intern,Figma;Swift;Blogging;Networking;JavaScript,Operations,Kolkata,17,3 months,Networking Basics,Oracle
738,AI Research,Solidity;SolidWorks;Photoshop;MS Office,Business,Ahmedabad,9,3 months,Design Thinking,Facebook
1256,Journalism Intern,Google Analytics;SolidWorks;SEM,Marketing,Ahmedabad,12,5 months,Machine Learning,KPMG
103,Operations Intern,Social Media;Grammar;Google Analytics;Reporting;NLP,Design,Ahmedabad,7,2 months,Analytics Bootcamp,Times of India
435,Web Developer Trainee,Matlab;SEM;Swift;SQL;Finance,Business,Delhi,13,4 months,Machine Learning,Adobe
75,Mechanical Engineering Trainee,JavaScript;R;Inventory;Social Media;HTML,Operations,Lucknow,20,5 months,Human Resources,Goldman Sachs
1792,Operations Intern,SolidWorks;Python;Linux;NLP;Surveying,Blockchain,Bangalore,16,2 months,Supply Chain Management,Flipkart
1235,Content Writer,Sales;SQL;Firebase,Marketing,Indore,17,5 months,Social Work Program,Facebook
919,Civil Engineer Intern,MS Office;TensorFlow;Communication;Solidity,Mechanical,Mumbai,11,4 months,Electrical Systems,HCL
1712,Research Intern,Circuit Design;Kotlin;SEM,Media,Gurgaon,17,2 months,Digital Marketing,Oracle
1671,Web Developer Intern,AutoCAD;Blockchain;ML;Research,Finance,Mumbai,17,5 months,UI/UX Design,IBM
1621,Web Developer,ML;Planning;Photoshop;JavaScript,Management,Indore,4,3 months,Operations Management,Adobe
763,Graphic Designer,Illustrator;CCNA,AI,Ahmedabad,18,4 months,AI & ML Internship,Dell
990,Civil Engineer Intern,Matlab;CSS;CAD;ETL,Research,Chennai,10,3 months,Digital Marketing Hub,L&T
389,Mechanical Engineering Trainee,Networking;Photoshop;Data Analysis;Power Systems;Social Media,Business,Chennai,17,6 months,Machine Learning,Facebook
236,Operations Intern,Reporting;Troubleshooting,Design,Kolkata,11,5 months,Digital Marketing,Reliance
1507,UI Designer,Inventory;Sales,AI,Pune,12,5 months,Design Thinking,Tata Motors
268,Data Analyst Associate,Troubleshooting;SQL;Recruitment;Grammar,Research,Bangalore,12,2 months,Analytics Bootcamp,Infosys
1188,Blockchain Developer Trainee,Recruitment;Solidity;Blockchain,Electrical,Kolkata,6,5 months,Networking Basics,Goldman Sachs
118,Machine Learning Intern,Grammar;Photoshop;Planning;Blogging,Marketing,Chennai,3,5 months,Operations Management,Times of India
1607,Research Intern,Linux;Swift;Keras,AI,Chennai,12,5 months,Content Writing,Accenture
674,Social Work Intern,Tally;Social Media,Business,Kolkata,15,2 months,Networking Basics,Facebook
250,Cybersecurity Intern,Grammar;Planning;Social Media,Mechanical,Hyderabad,7,5 months,UI/UX Design,IBM
1453,Marketing Intern,Inventory;SQL;SEO;Logistics;CCNA,Blockchain,Lucknow,4,4 months,Data Science Bootcamp,Flipkart
1995,Digital Marketing Intern,Linux;Security,IT,Pune,13,2 months,Digital Marketing,Microsoft
95,Cybersecurity Intern,Editing;Community Outreach;Surveying;Writing,Blockchain,Pune,18,5 months,Finance & Accounting,UNICEF
34,Cybersecurity Intern,Accounting;Finance;Writing;Swift;SEM,Research,Chennai,12,6 months,Analytics Bootcamp,Capgemini
1464,Civil Engineer Intern,Illustrator;CCNA;Photoshop;Security;Recruitment,Mechanical,Indore,4,2 months,Finance & Accounting,Flipkart
1668,Data Engineer,Google Analytics;Figma,AI,Kolkata,6,6 months,Finance & Accounting,Reliance
449,Mobile App Developer,Community Outreach;Data Analysis;R;SEO,Finance,Lucknow,15,5 months,Human Resources,LinkedIn
717,Mechanical Engineering Trainee,SEM;SQL;Troubleshooting;Networking,Marketing,Ahmedabad,10,4 months,Electrical Systems,Wipro
1810,UI Designer,Illustrator;Figma;Java;ETL;Networking,Mechanical,Chennai,4,6 months,Data Engineering,Google
1518,UI Designer,Solidity;Writing,Business,Kolkata,13,4 months,Machine Learning,Dell
1,Social Work Intern,Kotlin;Community Outreach;Android;Research;Circuit Design,Media,Bangalore,12,5 months,Digital Marketing Hub,KPMG
1376,Mobile App Developer Trainee,HTML;Inventory,AI,Ahmedabad,20,6 months,Cybersecurity Fundamentals,Amazon
1102,Cybersecurity Intern,Troubleshooting;SQL;Linux,Logistics,Hyderabad,9,3 months,Mechanical Internship,Tata Motors
1109,Electrical Engineering Intern,Circuit Design;Data Analysis;Editing;R;SQL,Design,Pune,13,5 months,Human Resources,IBM
1227,AI Research Intern,Accounting;Kotlin;Python,Electrical,Hyderabad,13,2 months,Networking Basics,Reliance
83,Blockchain Developer Intern,Communication;Ethereum;Linux;Inventory;Social Media,Management,Mumbai,10,4 months,Content Writing,Microsoft
1289,Mechanical Engineering Trainee,ETL;Firebase;CAD;Blockchain,IT,Hyderabad,4,3 months,Digital Marketing Hub,Google
677,Business Analyst Trainee,JavaScript;Python;Logistics;Content,Blockchain,Lucknow,3,5 months,Data Science Bootcamp,Capgemini
1921,AI Research Intern,CCNA;Figma,Finance,Delhi,7,4 months,Mechanical Internship,Adobe
1047,Network Engineer,Blogging;Firebase;Google Analytics;MS Office,Operations,Chennai,20,3 months,Social Work Program,Dell
771,Social Work Intern,Excel;Tally,Business,Mumbai,19,6 months,Full Stack Web,Oracle
1947,Blockchain Developer,Blogging;Sales,Research,Bangalore,11,6 months,Blockchain Development,Microsoft
1281,Social Work Intern,Swift;Android;Accounting;Data Analysis,Finance,Mumbai,18,6 months,Data Engineering,Siemens
1581,UI Designer,Ethereum;Python,Mechanical,Kolkata,15,5 months,Networking Basics,Oracle
1489,Financial Analyst,Illustrator;Circuit Design;Planning;Writing,Blockchain,Pune,7,6 months,Electrical Systems,Flipkart
405,Mobile App Developer,MS Office;Kotlin;HTML,Logistics,Mumbai,17,6 months,Electrical Systems,Wipro
1728,Blockchain Developer,ML;Networking,Marketing,Chennai,18,6 months,UI/UX Design,Google
1299,Data Engineer Intern,Recruitment;ML;Tally;JavaScript,Research,Gurgaon,17,5 months,Digital Marketing Hub,UNICEF
1341,Data Engineer Intern,Finance;Networking;Java;Illustrator;Matlab,Operations,Gurgaon,6,4 months,Civil Engineering,Amazon
105,Marketing Intern,Logistics;Illustrator;Reporting;Planning;Power Systems,Social Work,Lucknow,17,3 months,Networking Basics,LinkedIn
689,Blockchain Developer Junior,Illustrator;Linux;CCNA;Google Analytics;Photoshop,Management,Mumbai,18,2 months,Content Writing,Facebook
1306,Mobile App Developer,Blogging;Grammar;CCNA;Surveying,Data,Kolkata,8,3 months,Research Methodologies,Paytm
827,Graphic Designer,Logistics;JavaScript;TensorFlow;Blogging,Design,Bangalore,16,5 months,Analytics Bootcamp,Wipro
63,Mobile App Developer,Illustrator;UI/UX;Excel,IT,Mumbai,15,4 months,Operations Management,Siemens
853,Web Developer Intern,ML;Reporting;Data Analysis;Tally,AI,Chennai,7,3 months,Blockchain Development,L&T
1354,Mobile App Developer Trainee,MS Office;SolidWorks,Logistics,Indore,14,4 months,Digital Marketing,LinkedIn
224,Network Engineer Intern,Python;CAD,Business,Delhi,10,3 months,Civil Engineering,Goldman Sachs
146,Machine Learning Intern,CCNA;Blockchain;SEO,Civil,Lucknow,20,6 months,Content Writing,TCS
1089,Supply Chain Intern,Recruitment;Accounting;Research,Operations,Indore,15,3 months,Journalism Basics,Adobe
